test_name,total_runs,passed,failed,label
Serilog.Tests.Capturing.PropertyValueConverterTests.ByteSpansAreConvertedToStrings,100,100,0,stable
Serilog.Tests.Context.LogContextTests.ContextEnrichersInAsyncScopeCanBeCleared,100,100,0,stable
Serilog.Tests.Settings.KeyValuePairSettingsTests.SinksAreConfiguredWithStaticMember,100,100,0,stable
Serilog.Tests.Events.LogEventPropertyValueTests.AnEnumIsConvertedToANonStringScalarValue,100,100,0,stable
Serilog.Tests.Formatting.Display.MessageTemplateTextFormatterTests.AppliesCustomFormatterToEnums,100,100,0,stable
Serilog.Tests.Configuration.LoggerSinkConfigurationTests.WrappingDoesNotPermitEnrichment,100,100,0,stable
"Serilog.Tests.Formatting.Display.MessageTemplateTextFormatterTests.FixedLengthLevelIsSupported(level: Fatal, width: 1, expected: ""F"")",100,100,0,stable
Serilog.Tests.Core.LoggerTests.MultiDimensionalArrayShouldRespectMaximumCollectionCount,100,100,0,stable
Serilog.Tests.MethodOverloadConventionTests.ILoggerDefaultMethodsShouldBeInSyncWithLogger(defaultInterfaceMethod: Void Error(System.String)),100,100,0,stable
Serilog.Tests.Settings.SettingValueConversionsTests.ValuesConvertToIntArray,100,100,0,stable
Serilog.Tests.Formatting.Display.MessageTemplateTextFormatterTests.TraceAndSpanAreEmptyWhenAbsent,100,100,0,stable
Serilog.Tests.Configuration.LoggerSinkConfigurationTests.CreateSinkSucceedsWhenManySinksConfigured,100,100,0,stable
Serilog.Tests.Core.SecondaryLoggerSinkTests.WhenOwnedByCallerSecondaryLoggerIsNotDisposed,100,100,0,stable
"Serilog.Tests.MethodOverloadConventionTests.ILoggerDefaultMethodsShouldBeInSyncWithLogger(defaultInterfaceMethod: Void Fatal[T0,T1](System.Exception, System.String, T0, T1))",100,100,0,stable
Serilog.Tests.Settings.KeyValuePairSettingsTests.AuditToSinkIsAppliedWithCustomSinkAndMinimumLevel,100,100,0,stable
Serilog.Tests.Settings.CallableConfigurationMethodFinderTests.FindsAuditSinkSpecificConfigurationMethods,100,100,0,stable
Serilog.Tests.Core.LogEventPropertyCapturingTests.ProvidingMoreParametersThanNamedPropertiesInTheTemplateWillSelfLog,100,100,0,stable
"Serilog.Tests.Settings.SettingValueConversionsTests.StaticMembersAccessorsCanBeUsedForReferenceTypes(input: ""Serilog.Tests.Support.ClassWithStaticAccessors::In""···, targetType: typeof(Serilog.Tests.Support.IAmAnInterface))",100,100,0,stable
"Serilog.Tests.Core.ChildLoggerTests.WriteToLoggerMinimumLevelOverrideInheritanceScenarios(defaultRootLevel: Verbose, rootOverrideSource: ""Root.N1"", rootOverrideLevelIncrement: 0, childOverrideSource: null, childOverrideLevelIncrement: 0, eventShouldGetToChild: True)",100,100,0,stable
"Serilog.Tests.MethodOverloadConventionTests.ILoggerValidateConventions(setName: ""Debug"")",100,100,0,stable
"Serilog.Tests.Rendering.ReusableStringWriterTests.OnlyBelowMaximumCapacityStringBuilderIsReused(capacity: 32768, expectReuse: True)",100,100,0,stable
"Serilog.Tests.Settings.SettingValueConversionsTests.TryParseStaticMemberAccessorReturnsExpectedResults(input: ""My.NameSpace.Class::Member, MyAssembly, Version=4.""···, expectedAccessorType: ""My.NameSpace.Class, MyAssembly, Version=4.0.0.0, C""···, expectedPropertyName: ""Member"")",100,100,0,stable
Serilog.Tests.Core.ChildLoggerDisposalTests.ViaLegacyOverloadChildLoggerIsNotDisposedOnOuterDisposal,100,100,0,stable
"Serilog.Tests.Formatting.Display.MessageTemplateTextFormatterTests.FixedLengthLevelIsSupported(level: Fatal, width: 3, expected: ""Ftl"")",100,100,0,stable
Serilog.Tests.Parsing.MessageTemplateParserTests.DestructureHintIsParsedCorrectly,100,100,0,stable
"Serilog.Tests.MethodOverloadConventionTests.ILoggerDefaultMethodsShouldBeInSyncWithLogger(defaultInterfaceMethod: Void Debug[T0,T1,T2](System.Exception, System.String, T0, T1, T2))",100,100,0,stable
Serilog.Tests.Support.LogEventPropertyStructuralEqualityComparerTests.LogEventPropertyStructuralEqualityComparerWorksForSequences,100,100,0,stable
Serilog.Tests.Core.MessageTemplateTests.MultiplePropertiesAreRenderedInOrder,100,100,0,stable
"Serilog.Tests.Formatting.Json.JsonValueFormatterTests.JsonLiteralTypesAreFormatted(value: 0, expectedJson: ""0"")",100,100,0,stable
Serilog.Tests.Configuration.LoggerConfigurationTests.ExceptionsThrownByDestructuringPoliciesAreNotPropagated,100,100,0,stable
Serilog.Tests.Settings.KeyValuePairSettingsTests.AuditToSinkIsAppliedWithCustomSink,100,100,0,stable
"Serilog.Tests.Core.LevelOverrideMapTests.OverrideScenarios(context: ""myappsomething"", overrideExpected: False, expected: Verbose)",100,100,0,stable
"Serilog.Tests.Core.ChildLoggerTests.WriteToLoggerWithConfigCallbackMinimumLevelOverrideInheritanceScenarios(defaultRootLevel: Verbose, rootOverrideSource: null, rootOverrideLevelIncrement: 0, childOverrideSource: ""Root.xx"", childOverrideLevelIncrement: 1, eventShouldGetToChild: True)",100,100,0,stable
Serilog.Tests.Parsing.MessageTemplateParserTests.DoubledRightBracketsAreParsedAsASingleBracket,100,100,0,stable
Serilog.Tests.Formatting.Json.JsonFormatterTests.ADictionaryWithScalarKeySerializesAsAnObject,100,100,0,stable
Serilog.Tests.Formatting.Json.JsonFormatterTests.PropertyTokensWithFormatStringsAreIncludedAsRenderings,100,100,0,stable
"Serilog.Tests.Parsing.MessageTemplateParserTests.DashedAndDottedNamesAreAccepted(template: ""{te.st.na.me}"")",100,100,0,stable
"Serilog.Tests.MethodOverloadConventionTests.ILoggerValidateConventions(setName: ""Verbose"")",100,100,0,stable
Serilog.Tests.Core.MessageTemplateTests.DictionaryOfAnonymousTypeAsKeyShouldBeRendered,100,100,0,stable
"Serilog.Tests.Formatting.Display.MessageTemplateTextFormatterTests.PaddingIsApplied(n: 15, format: """", expected: ""15"")",100,100,0,stable
